yeast_id,complementing_human_id,noncomplementing_human_id,complement_sim,noncomplement_sim,complement_higher,method,num_paralogs,embedding_filename,model,layer_config,similarity_method,similarity_filename,input_file,layer_config_parsed,model_parsed,embedding_type,similarities_method,similarity_method_parsed
P07807,P00374,Q86XF0,0.9975078105926514,0.9973790645599364,TRUE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P09938,Q7LG56,P31350,0.9970231652259828,0.9959751963615416,TRUE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P11353,Q9LR75,Q93Z96,0.979978084564209,0.954677402973175,TRUE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P14742,O94808,Q06210,0.9984115362167358,0.9987133145332336,FALSE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P15496,Q13907,Q9BXS1,0.995067298412323,0.9944718480110168,TRUE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P25342,Q9UH03,Q8IYM1,0.994242250919342,0.9942790269851683,FALSE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P32337,O00410,O60518,0.9983617067337036,0.9989838004112244,FALSE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P38221,O95674,Q92903,0.9974728226661682,0.9969767332077026,TRUE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P38523,Q9HAV7,Q8TAA5,0.9962570071220398,0.9924976825714112,TRUE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P40303,O14818,Q8TAA3,0.9944188594818116,0.9938801527023317,TRUE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P40518,Q9BPX5,O15511,0.9881237745285034,0.982753574848175,TRUE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P40857,Q6Y1H2,B0YJ81,0.9930551052093506,0.9850416779518129,TRUE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P53039,Q969M3,Q8N8F6,0.9887160062789916,0.990954041481018,FALSE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P53378,Q9NRH3,P23258,0.9965612292289734,0.9963169693946838,TRUE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P54839,Q01581,P54868,0.9942691922187804,0.9912562370300292,TRUE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
Q07478,Q13838,O00148,0.9983975291252136,0.9983780980110168,TRUE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
Q99190,Q9NZ01,Q5HYJ1,0.9975641965866088,0.9947189688682556,TRUE,Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings,similarities_cosine,cosine
P00817,Q15181,Q9H2U2,0.9960970282554626,0.9898228645324708,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P04801,P26639,A2RTX5,0.9988104104995728,0.997036874294281,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P05453,Q8IYD1,P15170,0.9876086115837096,0.9838770627975464,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P07263,P12081,P49590,0.996396780014038,0.9976888298988342,FALSE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P07283,O15305,Q92871,0.9977139234542848,0.9978120923042296,FALSE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P07807,P00374,Q86XF0,0.9980832934379578,0.9980393648147584,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P09938,Q7LG56,P31350,0.9979198575019836,0.9967653751373292,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P11353,Q9LR75,Q93Z96,0.9843249320983888,0.9770355820655824,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P14742,O94808,Q06210,0.9987572431564332,0.9988444447517396,FALSE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P15496,Q13907,Q9BXS1,0.9956512451171876,0.9944568872451782,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P25342,Q9UH03,Q8IYM1,0.9933453798294068,0.9927640557289124,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P32337,O00410,O60518,0.9983065128326416,0.9990308880805968,FALSE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P38221,O95674,Q92903,0.9973913431167604,0.997405469417572,FALSE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P38523,Q9HAV7,Q8TAA5,0.9926206469535828,0.9925879836082458,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P40303,O14818,Q8TAA3,0.996606945991516,0.9957233667373656,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P40518,Q9BPX5,O15511,0.9893205165863036,0.9847591519355774,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P40857,Q6Y1H2,B0YJ81,0.9956212043762208,0.991982877254486,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P53039,Q969M3,Q8N8F6,0.992203176021576,0.9945915937423706,FALSE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P53378,Q9NRH3,P23258,0.9969547986984252,0.9966161251068116,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P54839,Q01581,P54868,0.9962350726127625,0.9931767582893372,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
Q07478,Q13838,O00148,0.9980168342590332,0.9980829358100892,FALSE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
Q99190,Q9NZ01,Q5HYJ1,0.9975083470344543,0.9964923858642578,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t12_35M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t12_35M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t12_35M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P00817,Q15181,Q9H2U2,0.5170068027210885,0.4332344213649852,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P04801,P26639,A2RTX5,0.5369127516778524,0.4733009708737864,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P05453,Q8IYD1,P15170,0.4088952654232424,0.3851744186046512,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P07263,P12081,P49590,0.4556962025316455,0.4061930783242258,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P07283,O15305,Q92871,0.5686274509803921,0.5381679389312977,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P07807,P00374,Q86XF0,0.2922374429223744,0.2831858407079646,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P09938,Q7LG56,P31350,0.568922305764411,0.5823095823095823,FALSE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P11353,Q9LR75,Q93Z96,0.425,0.1875,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P14742,O94808,Q06210,0.5554016620498615,0.5402455661664393,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P15496,Q13907,Q9BXS1,0.4123711340206185,0.3230240549828179,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P25342,Q9UH03,Q8IYM1,0.3950276243093922,0.3928571428571428,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P32337,O00410,O60518,0.2874779541446208,0.2773972602739726,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P38221,O95674,Q92903,0.3376344086021505,0.3484536082474226,FALSE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P38523,Q9HAV7,Q8TAA5,0.3361702127659574,0.2622950819672131,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P40303,O14818,Q8TAA3,0.5708661417322834,0.5325670498084292,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P40518,Q9BPX5,O15511,0.28125,0.2631578947368421,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P40857,Q6Y1H2,B0YJ81,0.2862453531598513,0.2550335570469799,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P53039,Q969M3,Q8N8F6,0.3272727272727272,0.3137931034482759,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P53378,Q9NRH3,P23258,0.3866943866943867,0.3804573804573805,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P54839,Q01581,P54868,0.4035714285714286,0.4091778202676864,FALSE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
Q07478,Q13838,O00148,0.6169265033407573,0.6057906458797327,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
Q99190,Q9NZ01,Q5HYJ1,0.2759643916913946,0.2532637075718015,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t12_35M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P00817,Q15181,Q9H2U2,0.9756699204444884,0.9496687650680542,TRUE,Embeddings,2,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,ESMC-300M,last_1,cosine,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,ESMplusplus_small,sequence_embeddings,similarities_cosine,cosine
P04801,P26639,A2RTX5,0.9979208707809448,0.9953386783599854,TRUE,Embeddings,2,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,ESMC-300M,last_1,cosine,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,ESMplusplus_small,sequence_embeddings,similarities_cosine,cosine
P05453,Q8IYD1,P15170,0.9495047330856324,0.9682632088661194,FALSE,Embeddings,2,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,ESMC-300M,last_1,cosine,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,ESMplusplus_small,sequence_embeddings,similarities_cosine,cosine
P07263,P12081,P49590,0.9902217388153076,0.9795234203338624,TRUE,Embeddings,2,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,ESMC-300M,last_1,cosine,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,ESMplusplus_small,sequence_embeddings,similarities_cosine,cosine
P07283,O15305,Q92871,0.9945989847183228,0.9940372705459596,TRUE,Embeddings,2,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,ESMC-300M,last_1,cosine,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,ESMplusplus_small,sequence_embeddings,similarities_cosine,cosine
P07807,P00374,Q86XF0,0.9914044141769408,0.9899652004241944,TRUE,Embeddings,2,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,ESMC-300M,last_1,cosine,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,ESMplusplus_small,sequence_embeddings,similarities_cosine,cosine
P09938,Q7LG56,P31350,0.9650408029556274,0.956677258014679,TRUE,Embeddings,2,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,ESMC-300M,last_1,cosine,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,ESMplusplus_small,sequence_embeddings,similarities_cosine,cosine
P11353,Q9LR75,Q93Z96,0.9859755039215088,0.975473701953888,TRUE,Embeddings,2,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,ESMC-300M,last_1,cosine,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,ESMplusplus_small,sequence_embeddings,similarities_cosine,cosine
P14742,O94808,Q06210,0.9974030256271362,0.9969992637634276,TRUE,Embeddings,2,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,ESMC-300M,last_1,cosine,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,ESMplusplus_small,sequence_embeddings,similarities_cosine,cosine
P15496,Q13907,Q9BXS1,0.9914973974227904,0.98280668258667,TRUE,Embeddings,2,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,ESMC-300M,last_1,cosine,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,ESMplusplus_small,sequence_embeddings,similarities_cosine,cosine
P25342,Q9UH03,Q8IYM1,0.986250102519989,0.965708553791046,TRUE,Embeddings,2,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,ESMC-300M,last_1,cosine,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,ESMplusplus_small,sequence_embeddings,similarities_cosine,cosine
P32337,O00410,O60518,0.9950984716415404,0.995969533920288,FALSE,Embeddings,2,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,ESMC-300M,last_1,cosine,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,ESMplusplus_small,sequence_embeddings,similarities_cosine,cosine
P38221,O95674,Q92903,0.989483654499054,0.9880567193031312,TRUE,Embeddings,2,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,ESMC-300M,last_1,cosine,small.fasta.last_1.ESMplusplus_small.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,ESMplusplus_small,sequence_embeddings,similarities_cosine,cosine
